what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineUp",1372194914586
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineUp",1372194914802
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineUp",1372194914979
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineUp",1372194915171
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineUp",1372194915371
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1372194939639
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1372194951897
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1372194957152
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1372194960798
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1372194991366
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1372194995057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1372194997515
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1372195003599
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195021705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195059856
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1372195060430
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1372195069327
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1372195094955
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372195103950
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372195103950
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195105088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195130547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195133453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195135571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195135609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195142622
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195147400
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195150850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195151265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195152953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195153785
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195156411
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372195156566
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372195156658
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1372195156661
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372195192849
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1372195196861
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372195199094
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1372195203288
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372195293152
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372195299214
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1372195317317
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1372195325338
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372195330501
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372195330501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195333867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195343047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195344666
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195347641
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372195347789
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372195347846
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1372195347848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1372195360957
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1372195395761
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1372195400147
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195406920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195409574
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195410681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195413859
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372195414007
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372195414070
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1372195414073
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1372195431669
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1372195461992
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1372195465066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195466354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195470151
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195470927
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195474506
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372195474660
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372195474719
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1372195474722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195506290
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195509316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195514937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195523430
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1372195523527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195524429
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195532701
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1372195532745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195536356
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1372195536389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195596150
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372195598071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195815194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195818122
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1372195818255
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1372195818268
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195831520
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1372195831547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372195852971
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372195854567
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1372196002104
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372196013245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372196041165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1372196041203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372196051121
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372196058025
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372196069362
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1372196122361
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1372196151276
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1372196233264
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1372196237121
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1372196318365
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1372196320789
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1372196324776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1372196376211
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1372196385791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372196389352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372196396263
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372196399509
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372196406715
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1372196429067
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372196431549
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1372196431579
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372196446323
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372196447551
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372196458726
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372196461103
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372196476457
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372196477611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372196555553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372196556630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372196561755
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372196562331
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372196565795
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372196565938
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372196566009
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1372196566014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372202651152
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372202707405
